#
1טער קאפיטעל	CHAPTER I .
ס און א שטילעט און האט אזא רייכעקולטור .	
ארץ ישראל וועט זיין א לאנד פון שלום און פריערען , קיינער וועט עס נישטארויסרופען אין קריעג , עס וועט זיין הייליג פאר אלעמען אוןאונבעריהרליך פונקט ווי בעלגיען איז אין אייראפא .	
געוויס זיינען דאא סך שוועריגקייטען .	
וועלען מיר אבער דאס ווען אנהויבען וועט עסגעשעהן .	
#
— יא , אז אלע אידישע מאגנאטען , פראפעסארען און גער לעהרטע , אלעאויף א מאל וועלען קומען און הערען אייער נייע לעהרע וועלען דישוועריגקייטען פערשווינדען — האט פאש זיך געוויצעלט .	That a new husband and wife should snatch , a moment 's _tete-à-tete_ was what could be understood and indulged ; and the rest of the party left them in the rear till , re-entering the garden , they all paused in that cloistered court where , among the falling rose-petals thirteen years before , we saw a boy becoming acquainted with his first sorrow . This cloister was built of a harder stone than the church , and had been in greater safety from the wearing weather .
	It was a rare example of a northern cloister with arched and pillard openings not intended for glazing , and the delicately-wrought foliage of the capitals seemed still to carry the very touches of the chisel .
	Gwendolen had dropped her husband 's arm and joined the other ladies , to whom Deronda was noticing the delicate sense which had combined freedom with accuracy in the imitation of natural forms .
#
דערנארא'ן האט פערדראסען וואס פאש וויעצלט זיך איבערן מרדכי'ן און ערהאט געזאגט :	`` I wonder whether one oftener learns to love real objects through their representations , or the representations through the real objects , '' he said , after pointing out a lovely capital made by the curled leaves of greens , showing their reticulated under-side with the firm gradual swell of its central rib . `` When I was a little fellow these capitals taught me to observe and delight in the structure of leaves .
	``
#
— שטענדיג געפינען זיך מענשען וואס שרעקען זיך אב פארשוועריגקייטען .	
ש ,פעטער שעהמען זיי זיך אבער , אז זיי זעהן , אז טראץ די שועריגקייטעןדערגרייכט מען דעם ציעל וואס מען שטעלט זיך : מיט איטאליען איז אויךאזוי געווען .	
זיי זיינען געווען צוטיילט און צושפליטערט און איצט זיינעןזיי פעראייניגט — איין פאלק .	
א סך איטאליענער האבען אויסגעלאכטזייערע העלדען וואס האבען גערופען צו א פעראייניגונג און שפעטערהאבען זיי זיך געשעהמט . אזוי לאנג ווי דער לעצטער פונק לעבען אין אפאלק איז נישט אויסגעלאשען איז נאך אלץ פאראן א האפר נונג , אזדאס פאלק וועט אויפלעבען און בענייט ווערען .	`` I suppose you can see every line of them with your eyes shut , '' said Juliet Fenn .
#
— אמן  ! — האט מרדכי אויסגערופען .	`` Yes .
דעראנדא'ס ווערטער זיינען איהם אזויליעב און הארציג געווען — וואס וויל איך אייגענטליך פון מיין פאלק  ? ארץ ישראל איז פאר אונז , די אידען האבען עס ליעב , בענקען נאך דעם , זייווייסען עס אבער נישט קלאהר , דארף מען זיי וועקען און בעווייזען וואועס איז דאס לאנד .	I was always repeating them , because for a good many years this court stood for me as my only image of a convent , and whenever I read of monks and monasteries , this was my scenery for them .
געוויס וועלען פיעל אירען נאר לעבען אין אנדערעלענדער צווישען פערשיעדענע פעלקער .	
עס מאכט אבער נישט אויס .	
פיעלעענגלענדער און דיייטשען זיינען צושפרייט איבער דער גאנצער וועלט , זייווייסען אבער אז זיי האבען אן אייגען לאנד , א היים . זאלען מיר דאסאויך האבען .	``
#
אז מרדכי האט גערעדט האט ער זיינע הענד אויפגעהויבען און צום הימעלאויסגעשטרעקט און אז ער האט שוין געהאט געענדיגטהאט ער נאך אלץ געהאלטען די הענד אויסגעשטרעקט .	`` You must love this place very much , '' said Miss Fenn , innocently , not thinking of inheritance . `` So many homes are like twenty others .
זיינע דארע דינע הענדהאבען געציטערט אין דער לופטען און אלע האבען געשוויגען צוזעהענדיגדאס בילד .	But this is unique , and you seem to know every cranny of it . I dare say you could never love another home so well .
	``
#
— אלדאס בעסטע וואס מיר האבען אין אייראפא געלערענט וועלען מירמיטנעהמען מיט זיך — האט מרדכי גערעדט ווייטער — און דאס שלעכטע אוןבייזע וועלען מיר פערגעסען . מיר וועלען ווערען גרויס און שטארק .	`` Oh , I carry it with me , '' said Deronda , quietly , being used to all possible thoughts of this kind .
ווי לאנגאיז ווען א שיף האט געפיהרט די ערשטע רייזענדע נאך אמעריקא און איצטאיז דאס פאלק אזוי גרויס און שטארק , לעבען פריי און גליקליך . דער גורלפון יערען מענשען ליגט אין זיינע אייגענע הענד .	`` To most men their early home is no more than a memory of their early years , and I 'm not sure but they have the best of it .
אז מיר וועלען זיךאויסקלייבען צוריק צו ווערען א פאלק אויף אונזער לאנד ווע - לען מירווערען . נאר דער דור וואס וועט זיך אויפהויבען און צוריקגעהן נאך ארץישראל איז דער דור פון משיח .	The image is never marred .
